,date_col,item_count,weekday,holiday,평균기온(℃),일교차(℃),강수량(mm),prev_item_count
1233,2022-02-19,90,5,0,-0.6,8.2,0.0,36.0
1234,2022-02-21,90,0,0,-2.1,15.5,0.0,90.0
1235,2022-02-22,58,1,0,-3.0,8.9,0.5,90.0
1236,2022-02-23,32,2,0,-5.3,11.5,0.0,58.0
1237,2022-02-24,41,3,0,-3.6,15.4,0.0,32.0
1238,2022-02-25,66,4,0,0.7,19.5,0.0,41.0
1239,2022-02-26,84,5,0,5.1,14.8,0.6,66.0
1240,2022-02-28,93,0,0,3.9,17.2,0.0,84.0
1241,2022-03-01,14,1,1,4.5,9.7,0.9,93.0
1242,2022-03-02,73,2,0,1.9,15.8,0.0,14.0
1243,2022-03-03,188,3,0,3.6,17.7,0.0,73.0
1244,2022-03-04,109,4,0,7.3,20.1,0.0,188.0
1245,2022-03-05,79,5,0,3.0,9.2,0.0,109.0
1246,2022-03-07,105,0,0,1.7,14.9,0.0,79.0
1247,2022-03-08,49,1,0,3.8,18.2,0.0,105.0
1248,2022-03-09,37,2,0,5.8,16.8,0.0,49.0
1249,2022-03-10,155,3,0,7.5,18.6,0.0,37.0
1250,2022-03-11,57,4,0,9.4,18.0,0.0,155.0
1251,2022-03-12,70,5,0,13.7,15.1,0.0,57.0
1252,2022-03-14,63,0,0,9.6,8.2,3.2,70.0
1253,2022-03-15,98,1,0,8.2,11.5,0.0,63.0
1254,2022-03-16,92,2,0,9.1,17.7,0.0,98.0
1255,2022-03-17,208,3,0,8.5,3.9,4.5,92.0
1256,2022-03-18,97,4,0,6.9,3.6,2.3,208.0
1257,2022-03-19,65,5,0,3.7,5.5,6.7,97.0
1258,2022-03-21,106,0,0,4.2,13.8,0.0,65.0
1259,2022-03-22,77,1,0,5.7,14.4,0.0,106.0
1260,2022-03-23,53,2,0,4.4,8.6,0.0,77.0
1261,2022-03-24,175,3,0,6.7,16.5,0.0,53.0
1262,2022-03-25,73,4,0,11.4,15.2,8.0,175.0
1263,2022-03-26,60,5,0,11.1,8.9,15.1,73.0
1264,2022-03-28,93,0,0,6.1,16.9,0.0,60.0
1265,2022-03-29,47,1,0,8.4,19.2,0.0,93.0
1266,2022-03-30,76,2,0,10.4,15.7,0.0,47.0
1267,2022-03-31,204,3,0,10.2,7.4,0.0,76.0
1268,2022-04-01,86,4,0,8.0,13.5,0.0,204.0
1269,2022-04-02,129,5,0,6.2,17.2,0.0,86.0
1270,2022-04-04,141,0,0,8.5,17.7,0.0,129.0
1271,2022-04-05,73,1,0,8.6,18.8,0.0,141.0
1272,2022-04-06,121,2,0,10.2,16.9,0.0,73.0
1273,2022-04-07,277,3,0,10.9,12.2,0.0,121.0
1274,2022-04-08,82,4,0,11.9,22.0,0.0,277.0
1275,2022-04-09,108,5,0,16.5,18.1,0.0,82.0
1276,2022-04-11,139,0,0,18.4,18.0,0.0,108.0
1277,2022-04-12,130,1,0,18.9,15.9,0.0,139.0
1278,2022-04-13,41,2,0,11.9,7.8,16.4,130.0
1279,2022-04-14,365,3,0,9.8,4.3,9.5,41.0
1280,2022-04-15,103,4,0,11.1,14.6,0.0,365.0
1281,2022-04-16,132,5,0,10.7,15.2,0.0,103.0
1282,2022-04-18,147,0,0,13.2,15.1,0.0,132.0
1283,2022-04-19,104,1,0,13.3,19.1,0.0,147.0
1284,2022-04-20,91,2,0,13.0,20.2,0.0,104.0
1285,2022-04-21,277,3,0,13.4,17.4,0.0,91.0
1286,2022-04-22,65,4,0,15.5,14.8,0.0,277.0
1287,2022-04-23,132,5,0,16.3,15.1,0.0,65.0
1288,2022-04-25,162,0,0,19.0,11.8,3.9,132.0
1289,2022-04-26,86,1,0,18.6,9.0,9.0,162.0
1290,2022-04-27,106,2,0,15.5,13.4,0.0,86.0
1291,2022-04-28,383,3,0,15.6,18.3,0.0,106.0
1292,2022-04-29,75,4,0,12.2,7.1,12.8,383.0
1293,2022-04-30,76,5,0,12.3,10.5,0.0,75.0
1294,2022-05-02,118,0,0,11.8,14.5,0.0,76.0
1295,2022-05-03,75,1,0,12.2,18.9,0.0,118.0
1296,2022-05-04,62,2,0,15.4,21.1,0.0,75.0
1297,2022-05-05,315,3,0,16.7,19.7,0.0,62.0
1298,2022-05-06,135,4,0,18.2,16.4,0.0,315.0
1299,2022-05-07,98,5,0,16.6,10.9,0.0,135.0
1300,2022-05-09,148,0,0,15.5,12.5,2.2,98.0
1301,2022-05-10,65,1,0,16.8,17.1,0.0,148.0
1302,2022-05-11,63,2,0,17.8,12.9,0.0,65.0
1303,2022-05-12,317,3,0,18.7,14.3,0.0,63.0
1304,2022-05-13,99,4,0,17.2,8.4,0.0,317.0
1305,2022-05-14,97,5,0,14.2,12.3,0.0,99.0
1306,2022-05-16,104,0,0,14.7,20.0,0.0,97.0
1307,2022-05-17,96,1,0,18.3,19.0,0.0,104.0
1308,2022-05-18,109,2,0,19.8,16.3,0.0,96.0
1309,2022-05-19,232,3,0,17.8,14.4,0.0,109.0
1310,2022-05-20,64,4,0,18.7,15.6,0.0,232.0
1311,2022-05-21,82,5,0,19.6,12.1,0.0,64.0
1312,2022-05-23,150,0,0,22.0,16.6,0.0,82.0
1313,2022-05-24,100,1,0,20.8,17.4,0.0,150.0
1314,2022-05-25,74,2,0,19.7,14.7,0.9,100.0
1315,2022-05-26,233,3,0,18.0,11.8,5.6,74.0
1316,2022-05-27,96,4,0,18.5,12.9,0.0,233.0
1317,2022-05-28,49,5,0,19.6,17.8,0.0,96.0
1318,2022-05-30,130,0,0,19.8,8.3,0.1,49.0
1319,2022-05-31,79,1,0,18.8,16.9,0.0,130.0
1320,2022-06-02,295,3,0,19.6,18.9,0.0,79.0
1321,2022-06-03,79,4,0,22.9,14.9,0.0,295.0
1322,2022-06-04,37,5,0,22.6,12.8,0.0,79.0
1323,2022-06-07,129,1,0,16.7,7.9,0.0,37.0
1324,2022-06-08,70,2,0,18.9,12.9,0.0,129.0
1325,2022-06-09,175,3,0,20.5,9.0,0.0,70.0
1326,2022-06-10,104,4,0,21.5,13.1,0.0,175.0
1327,2022-06-11,89,5,0,23.1,15.5,0.0,104.0
1328,2022-06-13,146,0,0,22.5,7.8,0.0,89.0
1329,2022-06-14,105,1,0,18.0,5.2,1.2,146.0
1330,2022-06-15,90,2,0,18.8,10.6,17.1,105.0
1331,2022-06-16,239,3,0,20.4,9.2,0.0,90.0
1332,2022-06-22,318,2,0,25.0,12.7,0.0,239.0
1333,2022-06-23,174,3,0,24.1,10.1,45.3,318.0
1334,2022-06-24,113,4,0,24.1,7.2,12.0,174.0
1335,2022-06-25,70,5,0,26.1,12.8,0.0,113.0
1336,2022-06-27,121,0,0,27.2,5.3,1.0,70.0
1337,2022-06-28,66,1,0,28.5,4.4,0.1,121.0
1338,2022-06-29,44,2,0,25.5,5.0,55.5,66.0
1339,2022-06-30,135,3,0,25.1,9.2,30.9,44.0
1340,2022-07-01,78,4,0,26.8,9.8,0.0,135.0
1341,2022-07-02,106,5,0,27.3,12.0,0.0,78.0
1342,2022-07-04,99,0,0,26.9,10.4,2.5,106.0
1343,2022-07-05,45,1,0,26.9,9.3,0.0,99.0
1344,2022-07-06,63,2,0,28.6,10.4,0.0,45.0
1345,2022-07-07,143,3,0,28.2,8.8,4.0,63.0
1346,2022-07-08,90,4,0,26.8,6.8,1.0,143.0
1347,2022-07-09,95,5,0,25.4,6.4,0.0,90.0
1348,2022-07-11,82,0,0,23.8,5.8,13.3,95.0
1349,2022-07-12,61,1,0,25.8,7.3,0.0,82.0
1350,2022-07-13,33,2,0,24.3,2.7,36.1,61.0
1351,2022-07-14,153,3,0,25.1,5.7,2.8,33.0
1352,2022-07-15,76,4,0,25.0,9.1,0.0,153.0
1353,2022-07-16,110,5,0,23.9,9.4,0.5,76.0
1354,2022-07-18,66,0,0,22.6,4.4,8.4,110.0
1355,2022-07-19,67,1,0,24.1,10.5,0.0,66.0
1356,2022-07-20,60,2,0,25.8,10.0,0.0,67.0
1357,2022-07-21,105,3,0,23.0,2.1,22.1,60.0
1358,2022-07-22,53,4,0,24.2,7.6,0.7,105.0
1359,2022-07-23,63,5,0,23.5,8.0,10.3,53.0
1360,2022-07-25,72,0,0,26.0,8.5,0.0,63.0
1361,2022-07-26,52,1,0,26.9,12.5,0.0,72.0
1362,2022-07-27,132,2,0,26.0,7.5,0.0,52.0
1363,2022-07-28,82,3,0,27.1,11.0,0.0,132.0
1364,2022-07-29,84,4,0,28.8,10.8,0.0,82.0
1365,2022-08-04,249,3,0,27.7,7.5,0.0,84.0
1366,2022-08-05,54,4,0,27.6,8.2,0.0,249.0
1367,2022-08-06,110,5,0,28.3,8.8,0.0,54.0
1368,2022-08-08,63,0,0,27.2,2.9,9.1,110.0
1369,2022-08-09,54,1,0,26.9,4.0,18.4,63.0
1370,2022-08-11,148,3,0,24.7,1.9,75.6,54.0
1371,2022-08-12,63,4,0,25.6,9.7,0.1,148.0
1372,2022-08-15,55,0,1,27.6,5.7,10.6,63.0
1373,2022-08-16,83,1,0,25.6,8.5,0.5,55.0
1374,2022-08-17,60,2,0,24.0,9.6,0.1,83.0
1375,2022-08-18,95,3,0,23.3,11.2,0.0,60.0
1376,2022-08-19,116,4,0,25.1,9.1,0.0,95.0
1377,2022-08-20,60,5,0,26.9,8.8,3.1,116.0
1378,2022-08-22,53,0,0,25.9,8.8,0.0,60.0
1379,2022-08-23,41,1,0,23.5,5.0,8.0,53.0
1380,2022-08-24,46,2,0,22.8,6.6,0.0,41.0
1381,2022-08-25,74,3,0,20.9,8.4,0.5,46.0
1382,2022-08-26,71,4,0,21.4,12.2,0.0,74.0
1383,2022-08-27,47,5,0,20.6,10.0,0.0,71.0
1384,2022-08-29,81,0,0,19.1,3.9,0.9,47.0
1385,2022-08-30,25,1,0,18.9,2.8,70.0,81.0
1386,2022-08-31,72,2,0,20.5,4.0,5.9,25.0
1387,2022-09-01,116,3,0,21.5,10.4,0.0,72.0
1388,2022-09-02,68,4,0,22.5,12.2,0.0,116.0
1389,2022-09-03,44,5,0,23.0,7.7,0.0,68.0
1390,2022-09-05,61,0,0,21.8,6.4,76.5,44.0
1391,2022-09-06,83,1,0,19.6,10.2,50.2,61.0
1392,2022-09-07,56,2,0,19.5,13.6,0.0,83.0
1393,2022-09-08,93,3,0,20.1,15.7,0.0,56.0
1394,2022-09-13,135,1,0,23.9,6.7,0.0,93.0
1395,2022-09-14,74,2,0,23.9,7.6,0.0,135.0
1396,2022-09-15,125,3,0,24.7,7.5,0.0,74.0
1397,2022-09-16,57,4,0,25.2,8.8,0.2,125.0
1398,2022-09-17,61,5,0,25.8,9.0,0.0,57.0
1399,2022-09-19,97,0,0,24.6,9.8,0.0,61.0
1400,2022-09-20,102,1,0,17.3,9.8,0.0,97.0
1401,2022-09-21,43,2,0,16.6,13.8,0.0,102.0
1402,2022-09-22,134,3,0,16.7,13.3,0.0,43.0
1403,2022-09-23,59,4,0,15.9,13.1,2.0,134.0
1404,2022-09-24,104,5,0,16.1,14.5,0.0,59.0
1405,2022-09-26,77,0,0,17.2,12.9,0.0,104.0
1406,2022-09-27,63,1,0,17.5,17.1,0.0,77.0
1407,2022-09-28,63,2,0,17.4,13.6,0.0,63.0
1408,2022-09-29,126,3,0,17.2,11.8,0.0,63.0
1409,2022-09-30,46,4,0,17.2,15.4,0.0,126.0
1410,2022-10-01,62,5,0,18.2,15.4,0.0,46.0
1411,2022-10-04,147,1,0,18.6,9.2,52.0,62.0
1412,2022-10-05,47,2,0,15.9,7.8,0.0,147.0
1413,2022-10-06,125,3,0,16.2,7.2,0.0,47.0
1414,2022-10-07,80,4,0,14.9,8.1,0.0,125.0
1415,2022-10-08,65,5,0,14.7,11.6,0.0,80.0
1416,2022-10-11,140,1,0,10.4,10.0,0.1,65.0
1417,2022-10-12,102,2,0,10.7,15.4,0.0,140.0
1418,2022-10-13,177,3,0,13.5,14.8,0.0,102.0
1419,2022-10-14,52,4,0,14.2,13.0,0.0,177.0
1420,2022-10-15,83,5,0,16.5,13.5,0.0,52.0
1421,2022-10-17,86,0,0,11.3,9.8,0.0,83.0
1422,2022-10-18,78,1,0,6.8,12.9,0.0,86.0
1423,2022-10-19,100,2,0,7.3,16.6,0.0,78.0
1424,2022-10-20,102,3,0,9.6,18.4,0.0,100.0
1425,2022-10-21,97,4,0,11.2,14.5,0.0,102.0
1426,2022-10-22,47,5,0,13.1,13.4,0.0,97.0
1427,2022-10-24,78,0,0,8.6,12.0,0.0,47.0
1428,2022-10-25,59,1,0,8.1,15.6,0.0,78.0
1429,2022-10-26,79,2,0,9.6,15.5,0.0,59.0
1430,2022-10-27,140,3,0,11.5,15.8,0.0,79.0
1431,2022-10-28,85,4,0,11.1,12.3,0.0,140.0
1432,2022-10-29,40,5,0,11.4,15.3,0.0,85.0
1433,2022-10-31,134,0,0,12.2,13.2,0.0,40.0
1434,2022-11-01,58,1,0,11.4,12.1,0.0,134.0
1435,2022-11-02,79,2,0,8.6,15.0,0.0,58.0
1436,2022-11-03,168,3,0,8.3,14.3,0.0,79.0
1437,2022-11-04,67,4,0,4.4,10.7,0.0,168.0
1438,2022-11-05,101,5,0,3.8,16.9,0.0,67.0
1439,2022-11-07,134,0,0,8.1,16.0,0.0,101.0
1440,2022-11-08,43,1,0,10.3,13.1,0.0,134.0
1441,2022-11-09,50,2,0,7.7,14.0,0.0,43.0
1442,2022-11-10,174,3,0,9.6,15.1,0.0,50.0
1443,2022-11-11,56,4,0,11.8,16.6,0.0,174.0
1444,2022-11-14,148,0,0,9.1,10.6,0.0,56.0
1445,2022-11-15,59,1,0,5.9,12.2,4.3,148.0
1446,2022-11-16,49,2,0,6.7,11.7,0.1,59.0
1447,2022-11-17,106,3,0,7.6,13.7,0.0,49.0
1448,2022-11-18,42,4,0,7.3,17.4,0.0,106.0
1449,2022-11-21,133,0,0,10.0,15.2,0.0,42.0
1450,2022-11-22,46,1,0,9.9,9.2,0.5,133.0
1451,2022-11-23,53,2,0,9.3,12.6,0.0,46.0
1452,2022-11-24,143,3,0,6.5,13.5,0.0,53.0
1453,2022-11-25,55,4,0,8.2,16.7,0.0,143.0
1454,2022-11-26,87,5,0,6.7,13.7,0.0,55.0
1455,2022-11-28,102,0,0,8.1,12.9,20.5,87.0
1456,2022-11-29,57,1,0,8.4,13.5,2.9,102.0
1457,2022-11-30,49,2,0,-3.3,6.3,0.0,57.0
1458,2022-12-01,127,3,0,-4.6,9.3,0.0,49.0
1459,2022-12-02,87,4,0,-3.7,11.5,0.0,127.0
1460,2022-12-03,41,5,0,1.5,8.3,0.3,87.0
1461,2022-12-05,60,0,0,-2.8,9.0,0.0,41.0
1462,2022-12-06,28,1,0,-1.6,10.6,1.5,60.0
1463,2022-12-07,41,2,0,2.2,9.6,0.5,28.0
1464,2022-12-08,152,3,0,1.4,13.0,0.0,41.0
1465,2022-12-09,47,4,0,2.1,15.1,0.0,152.0
1466,2022-12-10,74,5,0,0.8,11.0,0.0,47.0
1467,2022-12-12,84,0,0,0.7,13.3,0.7,74.0
1468,2022-12-13,28,1,0,0.9,8.3,11.2,84.0
1469,2022-12-14,36,2,0,-8.2,7.7,0.1,28.0
1470,2022-12-15,65,3,0,-3.9,14.8,2.9,36.0
1471,2022-12-16,41,4,0,-5.8,8.0,0.0,65.0
1472,2022-12-17,48,5,0,-7.6,10.0,2.0,41.0
1473,2022-12-19,82,0,0,-8.4,13.7,0.0,48.0
1474,2022-12-20,27,1,0,-5.2,15.1,0.0,82.0
1475,2022-12-21,17,2,0,-0.1,6.0,3.4,27.0
1476,2022-12-27,14,1,0,-5.6,16.7,0.0,17.0
1477,2022-12-28,52,2,0,-4.2,10.2,0.1,14.0
1478,2022-12-29,171,3,0,-5.5,14.3,0.0,52.0
1479,2022-12-30,73,4,0,-2.9,10.1,0.2,171.0
1480,2022-12-31,80,5,0,-3.9,14.1,0.0,73.0
