,date_col,item_count,weekday,holiday,평균기온(℃),일교차(℃),강수량(mm),prev_item_count
1,2018-01-03,213,2,0,-3.2,7.9,0.0,1.0
2,2018-01-04,125,3,0,-3.8,7.8,0.0,213.0
3,2018-01-05,128,4,0,-2.6,9.6,0.0,125.0
4,2018-01-06,88,5,0,-2.8,12.5,0.0,128.0
5,2018-01-08,68,0,0,0.9,4.3,1.9,88.0
6,2018-01-09,180,1,0,-3.4,5.1,3.0,68.0
7,2018-01-10,54,2,0,-6.8,9.2,1.7,180.0
8,2018-01-11,86,3,0,-11.2,9.5,0.0,54.0
9,2018-01-12,81,4,0,-11.8,14.8,0.0,86.0
10,2018-01-13,76,5,0,-4.7,10.3,0.0,81.0
11,2018-01-15,75,0,0,2.2,9.7,0.0,76.0
12,2018-01-16,119,1,0,1.9,9.3,1.2,75.0
13,2018-01-17,159,2,0,3.3,4.3,5.0,119.0
14,2018-01-18,86,3,0,2.2,6.7,0.0,159.0
15,2018-01-19,120,4,0,-0.8,10.1,0.0,86.0
16,2018-01-22,87,0,0,2.0,9.4,1.2,120.0
17,2018-01-23,284,1,0,-8.8,9.9,0.0,87.0
18,2018-01-24,29,2,0,-12.4,6.5,0.0,284.0
19,2018-01-25,51,3,0,-12.8,8.6,0.0,29.0
20,2018-01-26,103,4,0,-13.7,7.3,0.0,51.0
21,2018-01-27,77,5,0,-10.4,16.2,0.0,103.0
22,2018-01-29,109,0,0,-7.9,6.9,0.0,77.0
23,2018-01-30,76,1,0,-6.1,16.8,0.0,109.0
24,2018-01-31,116,2,0,-1.9,9.3,0.0,76.0
25,2018-02-01,95,3,0,-4.3,13.8,0.0,116.0
26,2018-02-02,101,4,0,-4.5,15.7,0.0,95.0
27,2018-02-03,109,5,0,-5.9,5.6,0.0,101.0
28,2018-02-06,204,1,0,-9.2,8.0,0.0,109.0
29,2018-02-07,105,2,0,-9.9,17.1,0.0,204.0
30,2018-02-08,74,3,0,-5.8,17.8,0.0,105.0
31,2018-02-09,76,4,0,-0.4,17.2,0.0,74.0
32,2018-02-10,129,5,0,-1.0,12.0,0.0,76.0
33,2018-02-12,71,0,0,-7.4,13.3,0.3,129.0
34,2018-02-13,64,1,0,-2.9,16.8,0.6,71.0
35,2018-02-14,99,2,0,3.0,15.7,0.0,64.0
36,2018-02-20,316,1,0,0.8,12.2,0.0,99.0
37,2018-02-21,148,2,0,-0.8,8.8,0.0,316.0
38,2018-02-23,192,4,0,4.9,11.4,0.7,148.0
39,2018-02-24,102,5,0,4.4,12.3,0.0,192.0
40,2018-02-26,152,0,0,1.4,18.5,0.0,102.0
41,2018-02-27,117,1,0,4.1,18.1,0.0,152.0
42,2018-02-28,89,2,0,5.0,7.6,30.0,117.0
43,2018-03-01,74,3,1,0.9,7.9,1.6,89.0
44,2018-03-02,111,4,0,-0.4,15.1,0.0,74.0
45,2018-03-03,89,5,0,7.3,20.6,0.0,111.0
46,2018-03-05,164,0,0,5.3,11.9,7.1,89.0
47,2018-03-06,191,1,0,3.9,15.1,0.0,164.0
48,2018-03-07,93,2,0,5.0,10.1,4.4,191.0
49,2018-03-08,111,3,0,3.4,6.6,6.7,93.0
50,2018-03-09,141,4,0,3.8,8.2,0.0,111.0
51,2018-03-10,147,5,0,3.0,14.3,0.0,141.0
52,2018-03-12,242,0,0,6.8,19.9,0.0,147.0
53,2018-03-13,127,1,0,11.0,20.1,0.0,242.0
54,2018-03-14,179,2,0,14.0,19.9,0.0,127.0
55,2018-03-15,91,3,0,11.8,6.6,7.6,179.0
56,2018-03-16,198,4,0,5.5,9.7,0.1,91.0
57,2018-03-17,188,5,0,5.6,17.3,0.0,198.0
58,2018-03-19,93,0,0,7.6,4.5,13.7,188.0
59,2018-03-20,142,1,0,5.5,7.0,0.1,93.0
60,2018-03-21,78,2,0,1.5,5.2,3.6,142.0
61,2018-03-22,142,3,0,4.7,10.8,0.1,78.0
62,2018-03-23,112,4,0,4.7,15.9,0.0,142.0
63,2018-03-24,125,5,0,7.1,16.0,0.0,112.0
64,2018-03-26,180,0,0,9.6,19.8,0.0,125.0
65,2018-03-27,215,1,0,12.6,19.4,0.0,180.0
66,2018-03-28,119,2,0,13.7,18.2,0.0,215.0
67,2018-03-29,172,3,0,13.9,13.6,0.0,119.0
68,2018-03-30,155,4,0,13.2,14.5,0.0,172.0
69,2018-03-31,296,5,0,14.0,15.6,0.0,155.0
70,2018-04-02,283,0,0,16.5,15.7,0.0,296.0
71,2018-04-03,192,1,0,17.5,13.8,0.0,283.0
72,2018-04-04,229,2,0,12.1,7.2,13.0,192.0
73,2018-04-05,101,3,0,7.7,1.9,18.9,229.0
74,2018-04-06,159,4,0,6.8,7.3,13.7,101.0
75,2018-04-07,167,5,0,4.8,5.9,0.0,159.0
76,2018-04-09,238,0,0,10.1,12.8,0.0,167.0
77,2018-04-10,109,1,0,14.8,20.7,2.4,238.0
78,2018-04-11,143,2,0,13.4,11.5,0.1,109.0
79,2018-04-12,143,3,0,11.5,18.3,0.0,143.0
80,2018-04-13,114,4,0,12.5,16.0,0.0,143.0
81,2018-04-14,199,5,0,8.5,6.0,22.4,114.0
82,2018-04-16,226,0,0,10.3,17.2,0.0,199.0
83,2018-04-17,176,1,0,11.8,15.4,0.0,226.0
84,2018-04-18,137,2,0,11.3,18.5,0.0,176.0
85,2018-04-19,180,3,0,13.5,21.3,0.0,137.0
86,2018-04-20,146,4,0,17.2,22.3,0.0,180.0
87,2018-04-21,211,5,0,17.5,20.8,0.0,146.0
88,2018-04-24,247,1,0,11.7,8.4,5.1,211.0
89,2018-04-25,143,2,0,12.4,20.0,0.0,247.0
90,2018-04-26,170,3,0,13.8,18.7,0.0,143.0
91,2018-04-27,136,4,0,14.0,16.9,0.0,170.0
92,2018-04-28,397,5,0,13.9,17.2,0.0,136.0
93,2018-04-30,266,0,0,17.9,16.9,0.0,397.0
94,2018-05-01,173,1,0,19.6,9.3,0.0,266.0
95,2018-05-02,162,2,0,16.0,11.6,13.4,173.0
96,2018-05-03,205,3,0,11.4,9.6,0.0,162.0
97,2018-05-04,118,4,0,13.2,15.7,0.0,205.0
98,2018-05-07,153,0,0,17.2,9.7,0.0,118.0
99,2018-05-08,167,1,0,16.2,8.5,0.0,153.0
100,2018-05-09,199,2,0,14.3,14.7,0.0,167.0
101,2018-05-10,125,3,0,14.7,15.9,0.0,199.0
102,2018-05-11,135,4,0,16.2,11.6,0.0,125.0
103,2018-05-12,115,5,0,14.3,5.1,18.1,135.0
104,2018-05-14,260,0,0,18.3,14.0,0.0,115.0
105,2018-05-15,159,1,0,21.5,15.6,0.0,260.0
106,2018-05-16,160,2,0,24.1,6.1,0.0,159.0
107,2018-05-17,137,3,0,24.5,5.0,0.7,160.0
108,2018-05-18,143,4,0,18.6,9.2,16.5,137.0
109,2018-05-19,239,5,0,16.4,8.6,0.0,143.0
110,2018-05-21,186,0,0,16.0,11.4,0.0,239.0
111,2018-05-22,114,1,0,17.2,12.4,8.7,186.0
112,2018-05-23,137,2,0,17.0,11.4,9.3,114.0
113,2018-05-24,107,3,0,16.7,18.3,0.0,137.0
114,2018-05-25,242,4,0,17.7,17.5,0.0,107.0
115,2018-05-26,100,5,0,19.1,21.5,0.0,242.0
116,2018-05-28,172,0,0,20.1,18.7,0.0,100.0
117,2018-05-29,110,1,0,21.5,10.8,0.0,172.0
118,2018-05-30,191,2,0,20.0,12.7,0.0,110.0
119,2018-05-31,128,3,0,18.8,15.6,0.0,191.0
120,2018-06-01,139,4,0,21.5,16.0,0.0,128.0
121,2018-06-02,173,5,0,21.2,17.3,0.0,139.0
122,2018-06-04,171,0,0,20.7,14.7,0.0,173.0
123,2018-06-05,110,1,0,22.2,10.7,0.2,171.0
124,2018-06-06,67,2,1,21.9,14.0,0.0,110.0
125,2018-06-07,223,3,0,22.1,11.2,0.0,67.0
126,2018-06-08,146,4,0,20.5,8.2,0.0,223.0
127,2018-06-09,117,5,0,21.7,13.2,0.0,146.0
128,2018-06-11,169,0,0,19.6,4.8,0.5,117.0
129,2018-06-12,104,1,0,20.1,10.0,0.0,169.0
130,2018-06-13,132,2,0,21.2,13.4,0.0,104.0
131,2018-06-14,115,3,0,21.6,7.4,0.0,132.0
132,2018-06-15,136,4,0,20.4,8.6,2.1,115.0
133,2018-06-16,90,5,0,20.3,15.1,0.0,136.0
134,2018-06-18,186,0,0,23.5,12.8,0.0,90.0
135,2018-06-19,108,1,0,19.7,8.6,0.0,186.0
136,2018-06-20,109,2,0,22.1,11.6,0.0,108.0
137,2018-06-21,82,3,0,22.5,11.8,0.0,109.0
138,2018-06-22,100,4,0,23.1,17.2,0.0,82.0
139,2018-06-23,133,5,0,23.1,12.8,0.0,100.0
140,2018-06-25,133,0,0,24.3,16.4,0.0,133.0
141,2018-06-26,91,1,0,21.8,5.7,77.6,133.0
142,2018-06-27,185,2,0,24.0,9.1,0.0,91.0
143,2018-06-28,109,3,0,23.5,4.6,0.0,185.0
144,2018-06-29,93,4,0,24.3,9.0,0.0,109.0
145,2018-06-30,86,5,0,23.9,10.0,8.5,93.0
146,2018-07-02,169,0,0,22.4,6.0,27.5,86.0
147,2018-07-03,133,1,0,25.5,8.6,0.5,169.0
148,2018-07-04,135,2,0,25.9,8.8,0.1,133.0
149,2018-07-05,137,3,0,24.7,9.1,18.8,135.0
150,2018-07-06,97,4,0,23.2,5.6,0.0,137.0
151,2018-07-07,131,5,0,22.8,8.5,0.0,97.0
152,2018-07-09,80,0,0,19.8,3.4,17.9,131.0
153,2018-07-10,118,1,0,24.0,9.2,0.1,80.0
154,2018-07-11,126,2,0,26.7,8.1,0.8,118.0
155,2018-07-12,104,3,0,26.7,7.2,0.0,126.0
156,2018-07-13,77,4,0,26.9,7.4,0.0,104.0
157,2018-07-14,154,5,0,26.8,9.4,0.0,77.0
158,2018-07-16,172,0,0,27.0,12.2,0.0,154.0
159,2018-07-17,135,1,0,26.3,11.4,0.0,172.0
160,2018-07-18,93,2,0,27.0,11.2,0.0,135.0
161,2018-07-19,90,3,0,26.8,11.3,0.0,93.0
162,2018-07-20,62,4,0,27.4,13.8,0.0,90.0
163,2018-07-21,72,5,0,28.2,13.1,0.0,62.0
164,2018-07-23,129,0,0,29.0,10.1,0.0,72.0
165,2018-07-24,68,1,0,29.3,12.7,0.0,129.0
166,2018-07-25,92,2,0,28.9,7.9,0.0,68.0
167,2018-07-26,116,3,0,28.2,11.4,0.0,92.0
168,2018-07-27,91,4,0,29.1,11.0,0.0,116.0
169,2018-07-28,101,5,0,28.1,11.0,0.0,91.0
170,2018-07-30,146,0,0,28.6,12.3,0.0,101.0
171,2018-07-31,65,1,0,29.0,13.9,0.0,146.0
172,2018-08-01,47,2,0,30.2,14.7,0.0,65.0
173,2018-08-06,213,0,0,29.2,8.6,0.0,47.0
174,2018-08-07,124,1,0,29.0,9.6,0.0,213.0
175,2018-08-08,100,2,0,29.1,10.5,0.0,124.0
176,2018-08-09,115,3,0,28.3,9.3,0.0,100.0
177,2018-08-10,108,4,0,29.0,11.1,0.0,115.0
178,2018-08-11,107,5,0,28.1,8.0,0.0,108.0
179,2018-08-13,128,0,0,30.2,12.7,0.0,107.0
180,2018-08-14,67,1,0,30.4,11.2,0.0,128.0
181,2018-08-15,25,2,1,30.8,13.5,0.0,67.0
182,2018-08-16,143,3,0,28.1,10.1,0.0,25.0
183,2018-08-17,83,4,0,25.5,9.6,0.0,143.0
184,2018-08-18,47,5,0,23.8,14.2,0.0,83.0
185,2018-08-20,133,0,0,27.0,13.4,0.0,47.0
186,2018-08-21,87,1,0,26.3,4.9,0.0,133.0
187,2018-08-22,92,2,0,29.4,15.4,0.0,87.0
188,2018-08-23,36,3,0,28.3,7.0,6.0,92.0
189,2018-08-24,81,4,0,24.4,3.2,17.3,36.0
190,2018-08-25,181,5,0,22.8,6.1,0.0,81.0
191,2018-08-27,126,0,0,22.4,6.5,81.6,181.0
192,2018-08-28,89,1,0,24.6,4.5,34.4,126.0
193,2018-08-29,105,2,0,26.1,7.8,0.0,89.0
194,2018-08-30,84,3,0,25.1,7.1,15.8,105.0
195,2018-08-31,62,4,0,21.9,7.9,105.4,84.0
196,2018-09-01,85,5,0,22.9,12.0,0.0,62.0
197,2018-09-03,137,0,0,23.8,7.6,72.2,85.0
198,2018-09-04,188,1,0,22.8,8.7,4.6,137.0
199,2018-09-05,87,2,0,21.2,11.9,0.0,188.0
200,2018-09-06,48,3,0,21.4,11.5,3.4,87.0
201,2018-09-07,112,4,0,19.3,10.5,3.6,48.0
202,2018-09-08,90,5,0,18.6,15.5,0.0,112.0
203,2018-09-10,197,0,0,19.7,12.8,0.0,90.0
204,2018-09-11,112,1,0,18.7,13.7,0.0,197.0
205,2018-09-12,103,2,0,20.0,13.4,0.0,112.0
206,2018-09-13,96,3,0,20.2,6.8,0.0,103.0
207,2018-09-14,111,4,0,20.9,7.0,3.9,96.0
208,2018-09-15,97,5,0,21.0,3.1,1.5,111.0
209,2018-09-17,198,0,0,20.5,10.5,0.0,97.0
210,2018-09-18,131,1,0,19.4,12.8,0.0,198.0
211,2018-09-19,128,2,0,19.5,9.4,0.0,131.0
212,2018-09-20,80,3,0,19.1,3.0,0.5,128.0
213,2018-09-21,117,4,0,18.5,2.6,30.4,80.0
214,2018-09-22,68,5,0,19.2,12.8,0.0,117.0
215,2018-09-27,303,3,0,16.2,14.4,0.0,68.0
216,2018-09-28,169,4,0,15.5,10.8,0.0,303.0
217,2018-09-29,145,5,0,17.3,14.8,0.0,169.0
218,2018-10-01,149,0,0,13.7,8.0,3.8,145.0
219,2018-10-02,116,1,0,13.2,13.4,0.0,149.0
220,2018-10-03,85,2,1,13.4,16.1,0.0,116.0
221,2018-10-04,148,3,0,18.0,15.2,0.0,85.0
222,2018-10-05,81,4,0,16.9,3.4,30.4,148.0
223,2018-10-06,115,5,0,17.6,7.4,50.9,81.0
224,2018-10-08,172,0,0,11.6,15.0,0.0,115.0
225,2018-10-09,67,1,1,13.2,13.0,0.0,172.0
226,2018-10-10,132,2,0,13.3,7.0,0.0,67.0
227,2018-10-11,147,3,0,8.8,12.0,0.0,132.0
228,2018-10-12,101,4,0,8.6,14.8,0.0,147.0
229,2018-10-15,364,0,0,12.4,15.1,0.0,101.0
230,2018-10-16,136,1,0,11.8,11.0,0.0,364.0
231,2018-10-17,93,2,0,10.2,13.1,0.0,136.0
232,2018-10-18,109,3,0,9.4,14.8,0.3,93.0
233,2018-10-19,111,4,0,10.3,14.8,0.0,109.0
234,2018-10-21,91,6,0,9.8,18.8,0.0,111.0
235,2018-10-22,192,0,0,10.9,14.9,0.0,91.0
236,2018-10-23,125,1,0,9.3,13.5,3.2,192.0
237,2018-10-24,100,2,0,10.0,12.4,0.0,125.0
238,2018-10-25,136,3,0,9.9,18.4,0.0,100.0
239,2018-10-26,90,4,0,10.4,6.4,5.1,136.0
240,2018-10-27,147,5,0,8.7,7.5,1.5,90.0
241,2018-10-29,170,0,0,8.0,9.4,0.2,147.0
242,2018-10-30,167,1,0,5.1,12.8,0.0,170.0
243,2018-10-31,131,2,0,6.1,11.8,0.0,167.0
244,2018-11-01,86,3,0,5.5,16.3,0.0,131.0
245,2018-11-02,90,4,0,7.1,19.3,0.0,86.0
246,2018-11-05,315,0,0,8.6,16.8,0.0,90.0
247,2018-11-06,118,1,0,10.2,15.4,0.0,315.0
248,2018-11-07,131,2,0,11.7,4.2,0.7,118.0
249,2018-11-08,103,3,0,13.3,5.0,39.0,131.0
250,2018-11-09,102,4,0,11.1,10.2,0.2,103.0
251,2018-11-10,131,5,0,9.3,13.6,0.0,102.0
252,2018-11-12,192,0,0,6.7,12.7,0.0,131.0
253,2018-11-13,157,1,0,6.2,14.6,0.0,192.0
254,2018-11-14,166,2,0,6.6,15.2,0.0,157.0
255,2018-11-15,57,3,0,6.7,15.9,0.0,166.0
256,2018-11-16,108,4,0,8.4,12.1,0.0,57.0
257,2018-11-17,72,5,0,4.6,12.6,0.0,108.0
258,2018-11-19,133,0,0,6.2,12.6,0.0,72.0
259,2018-11-20,159,1,0,3.8,15.5,0.0,133.0
260,2018-11-21,126,2,0,2.6,7.7,3.4,159.0
261,2018-11-22,101,3,0,1.6,10.4,0.0,126.0
262,2018-11-23,46,4,0,0.2,13.3,0.0,101.0
263,2018-11-24,90,5,0,3.3,8.0,5.0,46.0
264,2018-11-26,183,0,0,3.9,15.9,0.0,90.0
265,2018-11-27,149,1,0,5.9,16.0,0.0,183.0
266,2018-11-28,136,2,0,4.1,12.4,0.0,149.0
267,2018-11-29,122,3,0,3.0,12.9,0.0,136.0
268,2018-11-30,122,4,0,1.6,12.9,0.0,122.0
269,2018-12-01,144,5,0,2.7,13.6,0.0,122.0
270,2018-12-03,87,0,0,11.1,7.0,13.6,144.0
271,2018-12-04,95,1,0,8.2,10.6,9.0,87.0
272,2018-12-05,108,2,0,0.9,7.4,0.0,95.0
273,2018-12-06,141,3,0,2.6,6.8,1.3,108.0
274,2018-12-07,111,4,0,-5.2,10.0,0.0,141.0
275,2018-12-08,88,5,0,-7.1,8.2,0.0,111.0
276,2018-12-10,134,0,0,-4.3,16.5,0.0,88.0
277,2018-12-11,87,1,0,-2.1,6.8,0.5,134.0
278,2018-12-12,75,2,0,-2.2,10.0,0.0,87.0
279,2018-12-13,84,3,0,-2.6,11.9,1.4,75.0
280,2018-12-14,92,4,0,-5.8,12.1,0.0,84.0
281,2018-12-15,72,5,0,-4.8,16.2,0.0,92.0
282,2018-12-17,139,0,0,1.9,9.5,0.0,72.0
283,2018-12-18,82,1,0,0.2,13.0,0.0,139.0
284,2018-12-19,106,2,0,2.6,13.6,0.0,82.0
285,2018-12-20,72,3,0,1.2,13.4,0.0,106.0
286,2018-12-21,102,4,0,2.5,16.6,0.0,72.0
287,2018-12-22,79,5,0,5.1,12.9,0.0,102.0
288,2018-12-24,127,0,0,-3.3,11.3,0.0,79.0
289,2018-12-25,15,1,1,-2.5,13.2,0.0,127.0
290,2018-12-26,102,2,0,0.0,7.3,0.0,15.0
291,2018-12-27,81,3,0,-7.9,6.6,0.0,102.0
292,2018-12-28,66,4,0,-10.4,8.1,0.0,81.0
293,2018-12-29,64,5,0,-6.6,11.9,0.0,66.0
294,2018-12-31,100,0,0,-7.0,15.9,0.0,64.0
295,2019-01-02,159,2,0,-5.6,12.9,0.0,100.0
296,2019-01-03,102,3,0,-5.1,15.9,0.0,159.0
297,2019-01-04,82,4,0,-3.3,16.2,0.0,102.0
298,2019-01-05,84,5,0,-2.4,10.9,0.0,82.0
299,2019-01-07,131,0,0,-3.4,15.0,0.0,84.0
300,2019-01-08,116,1,0,-3.7,11.0,0.0,131.0
301,2019-01-09,69,2,0,-5.6,15.1,0.0,116.0
302,2019-01-10,63,3,0,-2.6,7.0,0.0,69.0
303,2019-01-11,74,4,0,1.2,13.5,0.0,63.0
304,2019-01-12,113,5,0,2.9,9.7,0.0,74.0
305,2019-01-14,122,0,0,-0.2,8.7,0.0,113.0
306,2019-01-15,78,1,0,-1.1,9.9,0.0,122.0
307,2019-01-16,59,2,0,-5.2,11.5,0.0,78.0
308,2019-01-17,49,3,0,-0.8,10.5,0.0,59.0
309,2019-01-18,104,4,0,-2.0,15.8,0.0,49.0
310,2019-01-19,60,5,0,0.4,13.7,0.0,104.0
311,2019-01-20,2,6,0,-0.1,7.5,0.0,60.0
312,2019-01-21,130,0,0,-1.4,17.0,0.0,2.0
313,2019-01-22,75,1,0,0.2,12.9,0.0,130.0
314,2019-01-23,70,2,0,0.7,14.0,0.0,75.0
315,2019-01-24,65,3,0,-1.1,15.6,0.0,70.0
316,2019-01-25,129,4,0,-2.6,12.6,0.0,65.0
317,2019-01-26,74,5,0,-3.6,10.6,0.0,129.0
318,2019-01-28,118,0,0,0.5,8.6,0.6,74.0
319,2019-01-29,151,1,0,-2.3,17.4,0.0,118.0
320,2019-01-30,92,2,0,1.3,14.4,0.0,151.0
321,2019-01-31,49,3,0,-0.7,7.2,0.0,92.0
322,2019-02-01,55,4,0,-3.1,14.8,0.0,49.0
323,2019-02-02,66,5,0,-0.2,15.3,0.0,55.0
324,2019-02-07,139,3,0,-0.4,10.2,0.0,66.0
325,2019-02-08,108,4,0,-4.4,9.1,0.0,139.0
326,2019-02-09,66,5,0,-4.1,6.1,0.0,108.0
327,2019-02-11,110,0,0,-2.6,8.1,0.0,66.0
328,2019-02-12,67,1,0,-1.4,13.4,0.0,110.0
329,2019-02-13,109,2,0,-1.9,10.5,0.0,67.0
330,2019-02-14,106,3,0,-0.7,13.2,0.0,109.0
331,2019-02-15,81,4,0,0.5,4.9,0.3,106.0
332,2019-02-16,62,5,0,-2.3,7.8,0.4,81.0
333,2019-02-18,164,0,0,0.1,14.2,0.0,62.0
334,2019-02-19,49,1,0,1.0,3.0,12.0,164.0
335,2019-02-20,92,2,0,1.4,7.6,0.0,49.0
336,2019-02-21,56,3,0,0.7,13.2,0.0,92.0
337,2019-02-22,82,4,0,1.5,14.4,0.0,56.0
338,2019-02-23,89,5,0,3.6,16.7,0.0,82.0
339,2019-02-25,215,0,0,3.5,11.6,0.0,89.0
340,2019-02-26,68,1,0,3.6,16.8,0.0,215.0
341,2019-02-27,66,2,0,5.3,10.7,0.0,68.0
342,2019-02-28,121,3,0,4.6,15.4,0.0,66.0
343,2019-03-01,86,4,1,4.2,16.4,0.0,121.0
344,2019-03-02,84,5,0,5.2,18.7,0.0,86.0
345,2019-03-04,151,0,0,7.5,13.3,0.0,84.0
346,2019-03-05,148,1,0,6.4,15.1,0.0,151.0
347,2019-03-06,168,2,0,7.7,11.5,0.0,148.0
348,2019-03-07,92,3,0,5.8,11.5,0.0,168.0
349,2019-03-08,70,4,0,4.4,18.4,0.0,92.0
350,2019-03-09,156,5,0,5.8,20.8,0.0,70.0
351,2019-03-11,116,0,0,4.8,13.2,0.8,156.0
352,2019-03-12,68,1,0,3.4,10.8,1.2,116.0
353,2019-03-13,77,2,0,2.4,13.1,0.0,68.0
354,2019-03-14,143,3,0,5.0,16.3,0.0,77.0
355,2019-03-15,73,4,0,5.3,13.1,1.4,143.0
356,2019-03-16,158,5,0,5.7,9.5,0.0,73.0
357,2019-03-18,159,0,0,5.3,18.9,0.0,158.0
358,2019-03-19,132,1,0,9.1,21.0,0.0,159.0
359,2019-03-20,68,2,0,9.7,13.4,16.0,132.0
360,2019-03-21,178,3,0,8.1,9.8,0.3,68.0
361,2019-03-22,101,4,0,3.4,9.7,0.0,178.0
362,2019-03-23,118,5,0,3.3,12.4,3.9,101.0
363,2019-03-25,176,0,0,5.7,17.3,0.0,118.0
364,2019-03-26,96,1,0,8.5,18.5,0.0,176.0
365,2019-03-27,162,2,0,12.1,17.0,0.0,96.0
366,2019-03-28,317,3,0,9.9,9.2,0.0,162.0
367,2019-03-29,109,4,0,9.5,12.0,0.0,317.0
368,2019-03-30,134,5,0,5.4,7.8,2.9,109.0
369,2019-04-01,108,0,0,3.1,13.2,0.0,134.0
370,2019-04-02,113,1,0,4.2,16.3,0.0,108.0
371,2019-04-03,62,2,0,5.5,17.6,0.0,113.0
372,2019-04-04,308,3,0,7.5,20.4,0.0,62.0
373,2019-04-05,99,4,0,10.1,12.0,0.0,308.0
374,2019-04-06,99,5,0,9.1,18.8,0.0,99.0
375,2019-04-08,130,0,0,9.8,15.6,0.0,99.0
376,2019-04-09,79,1,0,8.6,9.5,22.0,130.0
377,2019-04-10,65,2,0,7.0,4.8,1.8,79.0
378,2019-04-11,247,3,0,7.7,13.6,0.0,65.0
379,2019-04-12,154,4,0,9.2,16.1,0.0,247.0
380,2019-04-13,79,5,0,9.8,17.7,0.0,154.0
381,2019-04-15,174,0,0,8.7,20.7,0.0,79.0
382,2019-04-16,122,1,0,12.0,22.2,0.0,174.0
383,2019-04-17,102,2,0,13.5,19.6,0.0,122.0
384,2019-04-18,452,3,0,13.1,14.3,0.0,102.0
385,2019-04-19,103,4,0,12.7,6.6,0.0,452.0
386,2019-04-20,159,5,0,14.8,13.2,0.0,103.0
387,2019-04-22,153,0,0,18.2,21.0,0.0,159.0
388,2019-04-23,124,1,0,17.6,10.8,3.2,153.0
389,2019-04-24,110,2,0,16.5,8.6,8.2,124.0
390,2019-04-25,335,3,0,13.3,6.5,5.0,110.0
391,2019-04-26,95,4,0,8.8,4.7,1.6,335.0
392,2019-04-27,151,5,0,10.4,15.5,0.0,95.0
393,2019-04-29,225,0,0,10.3,11.5,0.6,151.0
394,2019-04-30,140,1,0,13.7,15.8,0.0,225.0
395,2019-05-01,120,2,0,13.9,14.3,0.0,140.0
396,2019-05-02,369,3,0,14.0,18.3,0.0,120.0
397,2019-05-03,88,4,0,15.3,23.3,0.0,369.0
398,2019-05-04,123,5,0,16.2,20.3,0.0,88.0
399,2019-05-06,149,0,0,12.8,11.3,0.0,123.0
400,2019-05-07,191,1,0,12.2,18.9,0.0,149.0
401,2019-05-08,121,2,0,13.2,19.1,0.0,191.0
402,2019-05-09,480,3,0,14.8,13.7,0.0,121.0
403,2019-05-10,167,4,0,15.4,21.8,0.0,480.0
404,2019-05-11,98,5,0,16.8,19.1,0.0,167.0
405,2019-05-13,137,0,0,17.6,15.2,0.0,98.0
406,2019-05-14,142,1,0,18.1,15.6,0.0,137.0
407,2019-05-15,88,2,0,19.1,16.0,0.0,142.0
408,2019-05-16,330,3,0,21.2,16.1,0.0,88.0
409,2019-05-17,94,4,0,21.4,12.3,0.0,330.0
410,2019-05-18,106,5,0,19.1,6.2,1.7,94.0
411,2019-05-20,175,0,0,14.9,11.1,0.9,106.0
412,2019-05-21,112,1,0,14.9,18.8,0.0,175.0
413,2019-05-22,94,2,0,17.0,20.6,0.0,112.0
414,2019-05-23,312,3,0,19.0,19.5,0.0,94.0
415,2019-05-24,130,4,0,22.0,19.5,0.0,312.0
416,2019-05-25,90,5,0,21.4,15.7,0.0,130.0
417,2019-05-27,149,0,0,16.8,9.3,9.3,90.0
418,2019-05-28,134,1,0,16.6,13.0,0.0,149.0
419,2019-05-30,293,3,0,17.8,17.9,0.7,134.0
420,2019-05-31,91,4,0,17.6,11.2,0.1,293.0
421,2019-06-01,122,5,0,16.6,14.5,0.0,91.0
422,2019-06-03,151,0,0,20.1,17.7,0.0,122.0
423,2019-06-04,125,1,0,21.2,15.6,0.0,151.0
424,2019-06-05,114,2,0,21.8,13.4,0.0,125.0
425,2019-06-06,123,3,0,19.8,9.7,18.8,114.0
426,2019-06-07,68,4,0,17.7,5.4,31.6,123.0
427,2019-06-08,55,5,0,20.0,12.5,0.0,68.0
428,2019-06-10,143,0,0,17.4,7.9,26.4,55.0
429,2019-06-11,113,1,0,19.0,9.4,0.0,143.0
430,2019-06-12,91,2,0,18.9,14.9,0.0,113.0
431,2019-06-13,154,3,0,21.2,16.2,0.0,91.0
432,2019-06-14,101,4,0,19.8,9.8,0.0,154.0
433,2019-06-15,128,5,0,19.6,10.8,0.0,101.0
434,2019-06-17,137,0,0,19.6,11.6,0.0,128.0
435,2019-06-18,98,1,0,19.8,8.6,0.0,137.0
436,2019-06-20,35,3,0,21.2,10.2,0.0,98.0
437,2019-06-22,195,5,0,21.7,12.3,0.0,35.0
438,2019-06-24,179,0,0,22.1,13.8,0.0,195.0
439,2019-06-25,144,1,0,23.1,17.3,0.0,179.0
440,2019-06-26,82,2,0,20.5,7.4,1.3,144.0
441,2019-06-27,206,3,0,23.3,8.2,0.0,82.0
442,2019-06-28,88,4,0,23.3,8.6,0.0,206.0
443,2019-06-29,74,5,0,20.7,4.9,3.2,88.0
444,2019-07-01,145,0,0,22.2,8.7,0.0,74.0
445,2019-07-02,120,1,0,21.6,13.8,0.0,145.0
446,2019-07-03,108,2,0,22.2,11.8,0.0,120.0
447,2019-07-04,169,3,0,23.5,15.2,0.0,108.0
