id,userSeq,orderdetailSeq,itemCode,status,method,count,incomeImage,additionalImage,stainImageOne,stainImageTwo,stainImageThree,stainInfoOne,stainInfoTwo,stainInfoThree,storeLocation,machid,careLabel,sortCat,sortItem,sortColor,sortTexture,deliveryInfo,inspectionMemo,ngMemo,afterCheckMemo,masterComment,confirmYN,passYN,createDate,updateDate
.0101587765,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,"2023-07-04 10:50:09","2023-07-04 10:51:21"
00101586866,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,"2023-07-04 10:42:26","2023-07-04 10:57:44"
0101481375,1669,331,19275,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481375_20230620140509_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481375_20230620140509_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481375_20230620140509_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481375_20230620140509_5.jpg,"
얼룩","
손상","
얼룩",1,NULL,NULL,주요품목,티셔츠,밝은색,,연구동,,,NULL,NULL,Y,N,"2023-05-18 14:19:24","2023-07-05 09:18:25"
0101481484,1669,332,19276,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481484_20230518143533_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481484_20230518142851_3.jpg,,,"
얼룩",,,1,NULL,NULL,주요품목,바지,어두운색,"보석/장식,금속단추,옷프린팅,패턴/다색",연구동,NULL,,NULL,NULL,Y,N,"2023-05-18 14:19:25","2023-05-18 14:45:48"
0101481593,1669,333,19277,500,1,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481593_20230518142802_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,아우터,기능성의류,밝은색,,연구동,고가의류,,NULL,NULL,Y,N,"2023-05-18 14:19:25","2023-05-18 14:45:48"
0101481602,1669,334,19287,500,1,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481602_20230518173354_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481602_20230518173354_3.jpg,,,"
손상",,,2,NULL,NULL,아우터,기능성의류,밝은색,"패턴/다색,옷프린팅,금속단추,보석/장식",연구동,,,NULL,NULL,Y,N,"2023-05-18 17:29:41","2023-05-18 17:54:12"
0101481711,1669,335,19288,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481711_20230518173446_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101481711_20230518173446_3.jpg,,,"
얼룩",,,2,NULL,NULL,주요품목,다운패딩,어두운색,"패턴/다색,옷프린팅,금속단추,보석/장식",연구동,NULL,,NULL,NULL,Y,N,"2023-05-18 17:29:41","2023-05-18 17:54:12"
0101482056,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,"2023-05-19 14:58:57","2023-05-19 15:44:02"
0101482165,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,N,"2023-05-19 14:58:57","2023-05-19 15:39:42"
0101482274,1556,342,19304,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482274_20230519154036_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482274_20230519154036_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482274_20230519154036_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482274_20230519154036_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482274_20230519154036_5.jpg,"
얼룩","
손상","
얼룩",6,NULL,NULL,주요품목,정장상의,밝은색,,연구동,,,NULL,NULL,Y,N,"2023-05-19 15:25:42","2023-05-22 10:15:29"
0101482383,1744,336,19291,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482383_20230524104711_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482383_20230524104711_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482383_20230524104711_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482383_20230524104711_5.jpg,"
얼룩","
얼룩","
얼룩",3,NULL,NULL,주요품목,티셔츠,밝은색,,세탁공장,,"이건 죽어도 안됨",NULL,NULL,Y,N,"2023-05-19 10:13:55","2023-05-24 10:47:18"
0101482492,1744,337,19292,500,0,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482492_20230519101744_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482492_20230519101744_3.jpg,,,"
얼룩",,,3,NULL,NULL,주요품목,티셔츠,어두운색,옷프린팅,세탁공장,NULL,NULL,NULL,NULL,N,N,"2023-05-19 10:13:55","2023-05-19 10:33:58"
0101482501,1669,338,19294,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482501_20230519105321_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482501_20230519105321_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482501_20230519105321_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482501_20230519105321_4.jpg,,"
얼룩","
손상",,4,NULL,NULL,아우터,기능성의류,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-19 10:39:24","2023-05-22 10:15:34"
0101482610,1669,339,19295,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482610_20230519110651_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482610_20230519110651_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482610_20230519110651_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482610_20230519110651_5.jpg,"
얼룩","
손상","
얼룩",4,NULL,NULL,주요품목,바지,어두운색,,연구동,세탁불가,,NULL,NULL,N,N,"2023-05-19 10:51:23","2023-05-22 10:15:47"
0101482719,1744,343,19305,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482719_20230519153530_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482719_20230519153530_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482719_20230519153530_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482719_20230519153530_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482719_20230519153530_5.jpg,"
얼룩","
손상","
얼룩",7,NULL,NULL,상의,블라우스,밝은색,,복지관,,,NULL,NULL,Y,N,"2023-05-19 15:34:02","2023-05-22 10:15:27"
0101482828,0,0,0,500,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,밝은색,금속단추,NULL,NULL,NULL,NULL,NULL,N,N,"2023-05-19 15:39:43","2023-05-19 15:48:32"
0101482937,1669,345,19308,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482937_20230519154519_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101482937_20230519154519_3.jpg,,,"
얼룩",,,5,NULL,NULL,상의,블라우스,밝은색,,연구동,,,NULL,NULL,Y,N,"2023-05-19 15:44:02","2023-05-22 07:39:59"
0101483064,1669,346,19309,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483064_20230519154549_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483064_20230519154549_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483064_20230519154549_3.jpg,,,"
얼룩",,,5,NULL,NULL,하의/드레스,원피스,밝은색,,연구동,,,NULL,NULL,Y,N,"2023-05-19 15:44:03","2023-05-22 07:39:59"
0101483173,1996,368,19592,500,5,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483173_20230522105403_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483173_20230522105403_3.jpg,,,"
얼룩",,,12,NULL,NULL,상의,블라우스,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:42:56","2023-05-23 16:11:07"
0101483282,1996,369,19593,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483282_20230522105153_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,주요품목,겨울코트,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:42:56","2023-05-23 16:11:07"
0101483391,1996,370,19594,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483391_20230522105007_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,주요품목,겨울코트,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:42:57","2023-05-23 16:11:07"
0101483400,1996,371,19595,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483400_20230522105112_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,주요품목,정장상의,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:42:57","2023-05-23 16:11:07"
0101483509,1996,372,19596,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483509_20230522104559_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,주요품목,겨울코트,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:42:57","2023-05-23 16:11:07"
0101483618,1584,373,19597,500,1,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483618_20230522111055_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,주요품목,점퍼,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:21","2023-05-24 13:14:53"
0101483727,1584,374,19598,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483727_20230522110907_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483727_20230522110907_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,주요품목,다운패딩,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:21","2023-05-24 13:14:53"
0101483836,1584,375,19599,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483836_20230522110103_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,주요품목,부속품,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:22","2023-05-24 13:14:53"
0101483945,1584,376,19600,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483945_20230522110743_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483945_20230522110743_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483945_20230522110743_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483945_20230522110743_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101483945_20230522110743_5.jpg,"
얼룩","
얼룩","
얼룩",13,NULL,NULL,주요품목,다운패딩,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:22","2023-05-24 13:14:53"
0101484072,1584,377,19601,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484072_20230522110226_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484072_20230522110226_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484072_20230522110226_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484072_20230522110226_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484072_20230522110226_5.jpg,"
얼룩","
얼룩","
얼룩",13,NULL,NULL,주요품목,다운패딩,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:22","2023-05-24 13:14:53"
0101484181,1584,378,19602,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484181_20230522110015_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,주요품목,부속품,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:23","2023-05-24 13:14:53"
0101484290,1584,379,19603,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484290_20230522105953_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484290_20230522105953_3.jpg,,,"
손상",,,13,NULL,NULL,주요품목,다운패딩,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:50:23","2023-05-24 13:14:54"
0101484399,2028,380,19604,500,10,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484399_20230522162508_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,부속품,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:56","2023-05-23 16:36:22"
0101484408,2028,381,19605,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484408_20230522162418_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,겨울코트,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:57","2023-05-23 16:36:22"
0101484517,2028,382,19606,500,9,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484517_20230522131202_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484517_20230522131202_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484517_20230522131202_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484517_20230522131202_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484517_20230522131202_5.jpg,"
얼룩","
얼룩","
얼룩",14,NULL,NULL,주요품목,점퍼,밝은색,,연구동,,,NULL,NULL,Y,N,"2023-05-22 10:58:57","2023-05-23 16:36:22"
0101484626,2028,383,19607,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484626_20230522130947_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,부속품,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:58","2023-05-23 16:36:23"
0101484735,2028,384,19608,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484735_20230522131056_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,겨울코트,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:58","2023-05-23 16:36:23"
0101484844,2028,385,19609,500,1,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484844_20230522130933_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,부속품,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:58","2023-05-23 16:36:23"
0101484953,2028,386,19610,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484953_20230522130811_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101484953_20230522130811_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,정장상의,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:59","2023-05-23 16:36:23"
0101485080,2028,387,19611,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485080_20230522130918_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,주요품목,정장상의,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 10:58:59","2023-05-23 16:36:23"
0101485189,1982,388,19612,500,1,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485189_20230522164929_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485189_20230522164929_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485189_20230522164929_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485189_20230522164929_4.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485189_20230522164929_5.jpg,"
손상","
손상","
손상",15,NULL,NULL,주요품목,점퍼,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:03:47","2023-05-23 13:20:42"
0101485298,1982,389,19613,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485298_20230522164804_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,주요품목,점퍼,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:03:48","2023-05-23 13:20:42"
0101485307,1982,390,19614,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485307_20230522164721_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,주요품목,니트/스웨터,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:03:48","2023-05-23 13:20:42"
0101485416,1982,391,19615,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485416_20230522164555_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,주요품목,다운패딩,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:03:49","2023-05-23 13:20:42"
0101485525,1982,392,19616,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485525_20230522134905_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,주요품목,다운패딩,어두운색,,연구동,고가의류,,NULL,NULL,Y,N,"2023-05-22 11:03:49","2023-05-23 13:20:42"
0101485634,1514,393,19617,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485634_20230522111530_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485634_20230522111530_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485634_20230522111530_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485634_20230522111530_4.jpg,,"
손상","
손상",,16,NULL,NULL,주요품목,바지,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:08:26","2023-05-23 16:42:24"
0101485743,1514,394,19618,500,2,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485743_20230522112539_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485743_20230522112539_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,주요품목,맨투맨/후드,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:08:27","2023-05-23 16:42:25"
0101485852,1514,395,19619,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485852_20230522114706_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485852_20230522114706_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,주요품목,점퍼,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:08:27","2023-05-23 16:42:25"
0101485961,1514,396,19620,500,10,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485961_20230522112447_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101485961_20230522112447_3.jpg,,,"
얼룩",,,16,NULL,NULL,아우터,인조무스탕,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:08:27","2023-05-23 16:42:25"
0101486088,1514,397,19621,500,2,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486088_20230522111211_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486088_20230522111211_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,주요품목,점퍼,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:08:28","2023-05-23 16:42:25"
0101486197,1729,398,19622,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486197_20230522112303_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486197_20230522112303_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486197_20230522112303_4.jpg,,"
얼룩","
얼룩",,17,NULL,NULL,주요품목,일반/경량패딩,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:12:53","2023-05-23 15:42:53"
0101486206,1729,399,19623,500,8,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486206_20230522112203_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486206_20230522112203_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486206_20230522112203_4.jpg,,"
얼룩","
얼룩",,17,NULL,NULL,주요품목,기본와이셔츠,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:12:54","2023-05-23 15:42:53"
0101486315,1729,400,19624,500,8,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486315_20230522112051_1.jpg,,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486315_20230522112051_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486315_20230522112051_4.jpg,,"
얼룩","
얼룩",,17,NULL,NULL,주요품목,기본와이셔츠,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:12:54","2023-05-23 15:42:54"
0101486424,1729,401,19625,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486424_20230522111948_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486424_20230522111948_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486424_20230522111948_3.jpg,,,"
손상",,,17,NULL,NULL,주요품목,정장상의,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:12:54","2023-05-23 15:42:54"
0101486533,1729,402,19626,500,4,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486533_20230522111703_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486533_20230522111703_2.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486533_20230522111703_3.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486533_20230522111703_4.jpg,,"
얼룩","
손상",,17,NULL,NULL,주요품목,정장하의,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:12:55","2023-05-23 15:42:54"
0101486642,1963,403,19627,500,0,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486642_20230522130612_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,주요품목,겨울코트,밝은색,,연구동,NULL,NULL,NULL,NULL,N,N,"2023-05-22 11:15:24","2023-05-24 16:12:58"
0101486751,1963,404,19628,500,0,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486751_20230522130734_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,주요품목,부속품,밝은색,,연구동,NULL,NULL,NULL,NULL,N,N,"2023-05-22 11:15:24","2023-05-24 16:12:58"
0101486860,1963,405,19629,500,3,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486860_20230522130328_1.jpg,,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,주요품목,겨울코트,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:15:24","2023-05-24 16:12:59"
0101486969,1963,406,19630,500,1,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486969_20230522114943_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101486969_20230522114943_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,주요품목,점퍼,밝은색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:15:25","2023-05-24 16:12:59"
0101487096,1765,407,19631,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101487096_20230522132608_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101487096_20230522132608_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,주요품목,다운패딩,밝은색,,연구동,고가의류,,NULL,NULL,Y,N,"2023-05-22 11:18:52","2023-05-23 16:15:28"
0101487105,1765,408,19632,500,7,0,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101487105_20230522130157_1.jpg,https://lsolution-data-storage.s3.ap-northeast-2.amazonaws.com/incomeImage/0101487105_20230522130157_2.jpg,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,주요품목,다운패딩,어두운색,,연구동,NULL,,NULL,NULL,Y,N,"2023-05-22 11:18:53","2023-05-23 16:15:28"
